time_bucket,time_range,price_delta_bucket,price_delta_label,count_up,count_down,total,p_up,p_down,p_up_wilson_lower,p_up_wilson_upper,beta_alpha,beta_beta,confidence_level
15,3:45-4:00,-10,-$110 to -$90,162,453,615,0.2634,0.7366,0.2301,0.2996,163.00,454.00,Strong
15,3:45-4:00,-9,-$90 to -$70,266,556,822,0.3236,0.6764,0.2925,0.3563,267.00,557.00,Strong
15,3:45-4:00,-8,-$70 to -$50,347,745,1092,0.3178,0.6822,0.2908,0.3460,348.00,746.00,Strong
15,3:45-4:00,-7,-$50 to -$40,230,444,674,0.3412,0.6588,0.3064,0.3779,231.00,445.00,Strong
15,3:45-4:00,-6,-$40 to -$30,302,521,823,0.3670,0.6330,0.3347,0.4004,303.00,522.00,Strong
15,3:45-4:00,-5,-$30 to -$20,369,524,893,0.4132,0.5868,0.3814,0.4458,370.00,525.00,Strong
15,3:45-4:00,-4,-$20 to -$15,187,272,459,0.4074,0.5926,0.3634,0.4529,188.00,273.00,Strong
15,3:45-4:00,-3,-$15 to -$10,231,282,513,0.4503,0.5497,0.4078,0.4936,232.00,283.00,Strong
15,3:45-4:00,-2,-$10 to -$5,252,298,550,0.4582,0.5418,0.4170,0.5000,253.00,299.00,Strong
15,3:45-4:00,-1,-$5 to $0,283,291,574,0.4930,0.5070,0.4523,0.5338,284.00,292.00,Strong
15,3:45-4:00,0,$0 to +$5,351,320,671,0.5231,0.4769,0.4853,0.5607,352.00,321.00,Strong
15,3:45-4:00,1,+$5 to +$10,234,246,480,0.4875,0.5125,0.4431,0.5321,235.00,247.00,Strong
15,3:45-4:00,2,+$10 to +$15,295,210,505,0.5842,0.4158,0.5407,0.6264,296.00,211.00,Strong
15,3:45-4:00,3,+$15 to +$20,263,207,470,0.5596,0.4404,0.5144,0.6038,264.00,208.00,Strong
15,3:45-4:00,4,+$20 to +$30,521,355,876,0.5947,0.4053,0.5619,0.6268,522.00,356.00,Strong
15,3:45-4:00,5,+$30 to +$40,457,282,739,0.6184,0.3816,0.5829,0.6527,458.00,283.00,Strong
15,3:45-4:00,6,+$40 to +$50,481,231,712,0.6756,0.3244,0.6403,0.7089,482.00,232.00,Strong
15,3:45-4:00,7,+$50 to +$70,756,360,1116,0.6774,0.3226,0.6494,0.7042,757.00,361.00,Strong
15,3:45-4:00,8,+$70 to +$90,600,219,819,0.7326,0.2674,0.7013,0.7618,601.00,220.00,Strong
15,3:45-4:00,9,+$90 to +$110,417,164,581,0.7177,0.2823,0.6798,0.7528,418.00,165.00,Strong
15,3:45-4:00,10,+$110 to +$140,437,133,570,0.7667,0.2333,0.7302,0.7995,438.00,134.00,Strong
15,3:45-4:00,11,+$140 to +$170,263,69,332,0.7922,0.2078,0.7453,0.8324,264.00,70.00,Strong
15,3:45-4:00,12,+$170 to +$200,170,50,220,0.7727,0.2273,0.7129,0.8231,171.00,51.00,Strong
15,3:45-4:00,13,+$200 to +$230,115,27,142,0.8099,0.1901,0.7375,0.8659,116.00,28.00,Strong
15,3:45-4:00,14,+$230 to +$260,76,13,89,0.8539,0.1461,0.7660,0.9126,77.00,14.00,Moderate
15,3:45-4:00,15,+$260 to +$300,59,9,68,0.8676,0.1324,0.7672,0.9288,60.00,10.00,Moderate
15,3:45-4:00,16,> +$300,112,16,128,0.8750,0.1250,0.8066,0.9216,113.00,17.00,Strong
16,4:00-4:15,-17,< -$300,29,208,237,0.1224,0.8776,0.0866,0.1702,30.00,209.00,Strong
16,4:00-4:15,-16,-$300 to -$260,17,103,120,0.1417,0.8583,0.0904,0.2152,18.00,104.00,Strong
16,4:00-4:15,-15,-$260 to -$230,16,128,144,0.1111,0.8889,0.0696,0.1729,17.00,129.00,Strong
16,4:00-4:15,-14,-$230 to -$200,42,147,189,0.2222,0.7778,0.1688,0.2867,43.00,148.00,Strong
16,4:00-4:15,-13,-$200 to -$170,57,253,310,0.1839,0.8161,0.1447,0.2308,58.00,254.00,Strong
16,4:00-4:15,-12,-$170 to -$140,79,387,466,0.1695,0.8305,0.1382,0.2063,80.00,388.00,Strong
16,4:00-4:15,-11,-$140 to -$110,139,549,688,0.2020,0.7980,0.1737,0.2337,140.00,550.00,Strong
16,4:00-4:15,-10,-$110 to -$90,163,489,652,0.2500,0.7500,0.2183,0.2846,164.00,490.00,Strong
16,4:00-4:15,-9,-$90 to -$70,239,648,887,0.2694,0.7306,0.2413,0.2996,240.00,649.00,Strong
16,4:00-4:15,-8,-$70 to -$50,337,755,1092,0.3086,0.6914,0.2819,0.3366,338.00,756.00,Strong
16,4:00-4:15,-7,-$50 to -$40,206,432,638,0.3229,0.6771,0.2878,0.3601,207.00,433.00,Strong
16,4:00-4:15,-6,-$40 to -$30,261,451,712,0.3666,0.6334,0.3320,0.4026,262.00,452.00,Strong
16,4:00-4:15,-5,-$30 to -$20,293,483,776,0.3776,0.6224,0.3442,0.4122,294.00,484.00,Strong
16,4:00-4:15,-4,-$20 to -$15,186,258,444,0.4189,0.5811,0.3739,0.4653,187.00,259.00,Strong
16,4:00-4:15,-3,-$15 to -$10,194,245,439,0.4419,0.5581,0.3962,0.4887,195.00,246.00,Strong
16,4:00-4:15,-2,-$10 to -$5,238,260,498,0.4779,0.5221,0.4344,0.5218,239.00,261.00,Strong
16,4:00-4:15,-1,-$5 to $0,259,275,534,0.4850,0.5150,0.4429,0.5274,260.00,276.00,Strong
16,4:00-4:15,0,$0 to +$5,272,259,531,0.5122,0.4878,0.4698,0.5545,273.00,260.00,Strong
16,4:00-4:15,1,+$5 to +$10,240,186,426,0.5634,0.4366,0.5159,0.6097,241.00,187.00,Strong
16,4:00-4:15,2,+$10 to +$15,275,212,487,0.5647,0.4353,0.5203,0.6080,276.00,213.00,Strong
16,4:00-4:15,3,+$15 to +$20,235,164,399,0.5890,0.4110,0.5401,0.6362,236.00,165.00,Strong
16,4:00-4:15,4,+$20 to +$30,489,291,780,0.6269,0.3731,0.5924,0.6602,490.00,292.00,Strong
16,4:00-4:15,5,+$30 to +$40,442,258,700,0.6314,0.3686,0.5951,0.6664,443.00,259.00,Strong
16,4:00-4:15,6,+$40 to +$50,423,209,632,0.6693,0.3307,0.6317,0.7049,424.00,210.00,Strong
16,4:00-4:15,7,+$50 to +$70,794,319,1113,0.7134,0.2866,0.6861,0.7392,795.00,320.00,Strong
16,4:00-4:15,8,+$70 to +$90,608,239,847,0.7178,0.2822,0.6866,0.7471,609.00,240.00,Strong
16,4:00-4:15,9,+$90 to +$110,488,142,630,0.7746,0.2254,0.7404,0.8055,489.00,143.00,Strong
16,4:00-4:15,10,+$110 to +$140,460,139,599,0.7679,0.2321,0.7325,0.8000,461.00,140.00,Strong
16,4:00-4:15,11,+$140 to +$170,343,81,424,0.8090,0.1910,0.7688,0.8435,344.00,82.00,Strong
16,4:00-4:15,12,+$170 to +$200,230,44,274,0.8394,0.1606,0.7913,0.8781,231.00,45.00,Strong
16,4:00-4:15,13,+$200 to +$230,151,34,185,0.8162,0.1838,0.7542,0.8654,152.00,35.00,Strong
16,4:00-4:15,14,+$230 to +$260,117,19,136,0.8603,0.1397,0.7921,0.9087,118.00,20.00,Strong
16,4:00-4:15,15,+$260 to +$300,84,15,99,0.8485,0.1515,0.7650,0.9060,85.00,16.00,Moderate
16,4:00-4:15,16,> +$300,174,18,192,0.9062,0.0938,0.8567,0.9399,175.00,19.00,Strong
17,4:15-4:30,-17,< -$300,29,208,237,0.1224,0.8776,0.0866,0.1702,30.00,209.00,Strong
17,4:15-4:30,-16,-$300 to -$260,17,103,120,0.1417,0.8583,0.0904,0.2152,18.00,104.00,Strong
17,4:15-4:30,-15,-$260 to -$230,16,128,144,0.1111,0.8889,0.0696,0.1729,17.00,129.00,Strong
17,4:15-4:30,-14,-$230 to -$200,42,147,189,0.2222,0.7778,0.1688,0.2867,43.00,148.00,Strong
17,4:15-4:30,-13,-$200 to -$170,57,253,310,0.1839,0.8161,0.1447,0.2308,58.00,254.00,Strong
17,4:15-4:30,-12,-$170 to -$140,79,387,466,0.1695,0.8305,0.1382,0.2063,80.00,388.00,Strong
17,4:15-4:30,-11,-$140 to -$110,139,549,688,0.2020,0.7980,0.1737,0.2337,140.00,550.00,Strong
17,4:15-4:30,-10,-$110 to -$90,163,489,652,0.2500,0.7500,0.2183,0.2846,164.00,490.00,Strong
17,4:15-4:30,-9,-$90 to -$70,239,648,887,0.2694,0.7306,0.2413,0.2996,240.00,649.00,Strong
17,4:15-4:30,-8,-$70 to -$50,337,755,1092,0.3086,0.6914,0.2819,0.3366,338.00,756.00,Strong
17,4:15-4:30,-7,-$50 to -$40,206,432,638,0.3229,0.6771,0.2878,0.3601,207.00,433.00,Strong
17,4:15-4:30,-6,-$40 to -$30,261,451,712,0.3666,0.6334,0.3320,0.4026,262.00,452.00,Strong
17,4:15-4:30,-5,-$30 to -$20,293,483,776,0.3776,0.6224,0.3442,0.4122,294.00,484.00,Strong
17,4:15-4:30,-4,-$20 to -$15,186,258,444,0.4189,0.5811,0.3739,0.4653,187.00,259.00,Strong
17,4:15-4:30,-3,-$15 to -$10,194,245,439,0.4419,0.5581,0.3962,0.4887,195.00,246.00,Strong
17,4:15-4:30,-2,-$10 to -$5,238,260,498,0.4779,0.5221,0.4344,0.5218,239.00,261.00,Strong
17,4:15-4:30,-1,-$5 to $0,259,275,534,0.4850,0.5150,0.4429,0.5274,260.00,276.00,Strong
17,4:15-4:30,0,$0 to +$5,272,259,531,0.5122,0.4878,0.4698,0.5545,273.00,260.00,Strong
17,4:15-4:30,1,+$5 to +$10,240,186,426,0.5634,0.4366,0.5159,0.6097,241.00,187.00,Strong
17,4:15-4:30,2,+$10 to +$15,275,212,487,0.5647,0.4353,0.5203,0.6080,276.00,213.00,Strong
17,4:15-4:30,3,+$15 to +$20,235,164,399,0.5890,0.4110,0.5401,0.6362,236.00,165.00,Strong
17,4:15-4:30,4,+$20 to +$30,489,291,780,0.6269,0.3731,0.5924,0.6602,490.00,292.00,Strong
17,4:15-4:30,5,+$30 to +$40,442,258,700,0.6314,0.3686,0.5951,0.6664,443.00,259.00,Strong
17,4:15-4:30,6,+$40 to +$50,423,209,632,0.6693,0.3307,0.6317,0.7049,424.00,210.00,Strong
17,4:15-4:30,7,+$50 to +$70,794,319,1113,0.7134,0.2866,0.6861,0.7392,795.00,320.00,Strong
17,4:15-4:30,8,+$70 to +$90,608,239,847,0.7178,0.2822,0.6866,0.7471,609.00,240.00,Strong
17,4:15-4:30,9,+$90 to +$110,488,142,630,0.7746,0.2254,0.7404,0.8055,489.00,143.00,Strong
17,4:15-4:30,10,+$110 to +$140,460,139,599,0.7679,0.2321,0.7325,0.8000,461.00,140.00,Strong
17,4:15-4:30,11,+$140 to +$170,343,81,424,0.8090,0.1910,0.7688,0.8435,344.00,82.00,Strong
17,4:15-4:30,12,+$170 to +$200,230,44,274,0.8394,0.1606,0.7913,0.8781,231.00,45.00,Strong
17,4:15-4:30,13,+$200 to +$230,151,34,185,0.8162,0.1838,0.7542,0.8654,152.00,35.00,Strong
17,4:15-4:30,14,+$230 to +$260,117,19,136,0.8603,0.1397,0.7921,0.9087,118.00,20.00,Strong
17,4:15-4:30,15,+$260 to +$300,84,15,99,0.8485,0.1515,0.7650,0.9060,85.00,16.00,Moderate
17,4:15-4:30,16,> +$300,174,18,192,0.9062,0.0938,0.8567,0.9399,175.00,19.00,Strong
18,4:30-4:45,-17,< -$300,29,208,237,0.1224,0.8776,0.0866,0.1702,30.00,209.00,Strong
18,4:30-4:45,-16,-$300 to -$260,17,103,120,0.1417,0.8583,0.0904,0.2152,18.00,104.00,Strong
18,4:30-4:45,-15,-$260 to -$230,16,128,144,0.1111,0.8889,0.0696,0.1729,17.00,129.00,Strong
18,4:30-4:45,-14,-$230 to -$200,42,147,189,0.2222,0.7778,0.1688,0.2867,43.00,148.00,Strong
18,4:30-4:45,-13,-$200 to -$170,57,253,310,0.1839,0.8161,0.1447,0.2308,58.00,254.00,Strong
18,4:30-4:45,-12,-$170 to -$140,79,387,466,0.1695,0.8305,0.1382,0.2063,80.00,388.00,Strong
18,4:30-4:45,-11,-$140 to -$110,139,549,688,0.2020,0.7980,0.1737,0.2337,140.00,550.00,Strong
18,4:30-4:45,-10,-$110 to -$90,163,489,652,0.2500,0.7500,0.2183,0.2846,164.00,490.00,Strong
18,4:30-4:45,-9,-$90 to -$70,239,648,887,0.2694,0.7306,0.2413,0.2996,240.00,649.00,Strong
18,4:30-4:45,-8,-$70 to -$50,337,755,1092,0.3086,0.6914,0.2819,0.3366,338.00,756.00,Strong
18,4:30-4:45,-7,-$50 to -$40,206,432,638,0.3229,0.6771,0.2878,0.3601,207.00,433.00,Strong
18,4:30-4:45,-6,-$40 to -$30,261,451,712,0.3666,0.6334,0.3320,0.4026,262.00,452.00,Strong
18,4:30-4:45,-5,-$30 to -$20,293,483,776,0.3776,0.6224,0.3442,0.4122,294.00,484.00,Strong
18,4:30-4:45,-4,-$20 to -$15,186,258,444,0.4189,0.5811,0.3739,0.4653,187.00,259.00,Strong
18,4:30-4:45,-3,-$15 to -$10,194,245,439,0.4419,0.5581,0.3962,0.4887,195.00,246.00,Strong
18,4:30-4:45,-2,-$10 to -$5,238,260,498,0.4779,0.5221,0.4344,0.5218,239.00,261.00,Strong
18,4:30-4:45,-1,-$5 to $0,259,275,534,0.4850,0.5150,0.4429,0.5274,260.00,276.00,Strong
18,4:30-4:45,0,$0 to +$5,272,259,531,0.5122,0.4878,0.4698,0.5545,273.00,260.00,Strong
18,4:30-4:45,1,+$5 to +$10,240,186,426,0.5634,0.4366,0.5159,0.6097,241.00,187.00,Strong
18,4:30-4:45,2,+$10 to +$15,275,212,487,0.5647,0.4353,0.5203,0.6080,276.00,213.00,Strong
18,4:30-4:45,3,+$15 to +$20,235,164,399,0.5890,0.4110,0.5401,0.6362,236.00,165.00,Strong
18,4:30-4:45,4,+$20 to +$30,489,291,780,0.6269,0.3731,0.5924,0.6602,490.00,292.00,Strong
18,4:30-4:45,5,+$30 to +$40,442,258,700,0.6314,0.3686,0.5951,0.6664,443.00,259.00,Strong
18,4:30-4:45,6,+$40 to +$50,423,209,632,0.6693,0.3307,0.6317,0.7049,424.00,210.00,Strong
18,4:30-4:45,7,+$50 to +$70,794,319,1113,0.7134,0.2866,0.6861,0.7392,795.00,320.00,Strong
18,4:30-4:45,8,+$70 to +$90,608,239,847,0.7178,0.2822,0.6866,0.7471,609.00,240.00,Strong
18,4:30-4:45,9,+$90 to +$110,488,142,630,0.7746,0.2254,0.7404,0.8055,489.00,143.00,Strong
18,4:30-4:45,10,+$110 to +$140,460,139,599,0.7679,0.2321,0.7325,0.8000,461.00,140.00,Strong
18,4:30-4:45,11,+$140 to +$170,343,81,424,0.8090,0.1910,0.7688,0.8435,344.00,82.00,Strong
18,4:30-4:45,12,+$170 to +$200,230,44,274,0.8394,0.1606,0.7913,0.8781,231.00,45.00,Strong
18,4:30-4:45,13,+$200 to +$230,151,34,185,0.8162,0.1838,0.7542,0.8654,152.00,35.00,Strong
18,4:30-4:45,14,+$230 to +$260,117,19,136,0.8603,0.1397,0.7921,0.9087,118.00,20.00,Strong
18,4:30-4:45,15,+$260 to +$300,84,15,99,0.8485,0.1515,0.7650,0.9060,85.00,16.00,Moderate
18,4:30-4:45,16,> +$300,174,18,192,0.9062,0.0938,0.8567,0.9399,175.00,19.00,Strong
19,4:45-5:00,-17,< -$300,29,208,237,0.1224,0.8776,0.0866,0.1702,30.00,209.00,Strong
19,4:45-5:00,-16,-$300 to -$260,17,103,120,0.1417,0.8583,0.0904,0.2152,18.00,104.00,Strong
19,4:45-5:00,-15,-$260 to -$230,16,128,144,0.1111,0.8889,0.0696,0.1729,17.00,129.00,Strong
19,4:45-5:00,-14,-$230 to -$200,42,147,189,0.2222,0.7778,0.1688,0.2867,43.00,148.00,Strong
19,4:45-5:00,-13,-$200 to -$170,57,253,310,0.1839,0.8161,0.1447,0.2308,58.00,254.00,Strong
19,4:45-5:00,-12,-$170 to -$140,79,387,466,0.1695,0.8305,0.1382,0.2063,80.00,388.00,Strong
19,4:45-5:00,-11,-$140 to -$110,139,549,688,0.2020,0.7980,0.1737,0.2337,140.00,550.00,Strong
19,4:45-5:00,-10,-$110 to -$90,163,489,652,0.2500,0.7500,0.2183,0.2846,164.00,490.00,Strong
19,4:45-5:00,-9,-$90 to -$70,239,648,887,0.2694,0.7306,0.2413,0.2996,240.00,649.00,Strong
19,4:45-5:00,-8,-$70 to -$50,337,755,1092,0.3086,0.6914,0.2819,0.3366,338.00,756.00,Strong
19,4:45-5:00,-7,-$50 to -$40,206,432,638,0.3229,0.6771,0.2878,0.3601,207.00,433.00,Strong
19,4:45-5:00,-6,-$40 to -$30,261,451,712,0.3666,0.6334,0.3320,0.4026,262.00,452.00,Strong
19,4:45-5:00,-5,-$30 to -$20,293,483,776,0.3776,0.6224,0.3442,0.4122,294.00,484.00,Strong
19,4:45-5:00,-4,-$20 to -$15,186,258,444,0.4189,0.5811,0.3739,0.4653,187.00,259.00,Strong
19,4:45-5:00,-3,-$15 to -$10,194,245,439,0.4419,0.5581,0.3962,0.4887,195.00,246.00,Strong
19,4:45-5:00,-2,-$10 to -$5,238,260,498,0.4779,0.5221,0.4344,0.5218,239.00,261.00,Strong
19,4:45-5:00,-1,-$5 to $0,259,275,534,0.4850,0.5150,0.4429,0.5274,260.00,276.00,Strong
19,4:45-5:00,0,$0 to +$5,272,259,531,0.5122,0.4878,0.4698,0.5545,273.00,260.00,Strong
19,4:45-5:00,1,+$5 to +$10,240,186,426,0.5634,0.4366,0.5159,0.6097,241.00,187.00,Strong
19,4:45-5:00,2,+$10 to +$15,275,212,487,0.5647,0.4353,0.5203,0.6080,276.00,213.00,Strong
19,4:45-5:00,3,+$15 to +$20,235,164,399,0.5890,0.4110,0.5401,0.6362,236.00,165.00,Strong
19,4:45-5:00,4,+$20 to +$30,489,291,780,0.6269,0.3731,0.5924,0.6602,490.00,292.00,Strong
19,4:45-5:00,5,+$30 to +$40,442,258,700,0.6314,0.3686,0.5951,0.6664,443.00,259.00,Strong
19,4:45-5:00,6,+$40 to +$50,423,209,632,0.6693,0.3307,0.6317,0.7049,424.00,210.00,Strong
19,4:45-5:00,7,+$50 to +$70,794,319,1113,0.7134,0.2866,0.6861,0.7392,795.00,320.00,Strong
19,4:45-5:00,8,+$70 to +$90,608,239,847,0.7178,0.2822,0.6866,0.7471,609.00,240.00,Strong
19,4:45-5:00,9,+$90 to +$110,488,142,630,0.7746,0.2254,0.7404,0.8055,489.00,143.00,Strong
19,4:45-5:00,10,+$110 to +$140,460,139,599,0.7679,0.2321,0.7325,0.8000,461.00,140.00,Strong
19,4:45-5:00,11,+$140 to +$170,343,81,424,0.8090,0.1910,0.7688,0.8435,344.00,82.00,Strong
19,4:45-5:00,12,+$170 to +$200,230,44,274,0.8394,0.1606,0.7913,0.8781,231.00,45.00,Strong
19,4:45-5:00,13,+$200 to +$230,151,34,185,0.8162,0.1838,0.7542,0.8654,152.00,35.00,Strong
19,4:45-5:00,14,+$230 to +$260,117,19,136,0.8603,0.1397,0.7921,0.9087,118.00,20.00,Strong
19,4:45-5:00,15,+$260 to +$300,84,15,99,0.8485,0.1515,0.7650,0.9060,85.00,16.00,Moderate
19,4:45-5:00,16,> +$300,174,18,192,0.9062,0.0938,0.8567,0.9399,175.00,19.00,Strong
20,5:00-5:15,-17,< -$300,27,299,326,0.0828,0.9172,0.0575,0.1178,28.00,300.00,Strong
20,5:00-5:15,-16,-$300 to -$260,15,151,166,0.0904,0.9096,0.0555,0.1437,16.00,152.00,Strong
20,5:00-5:15,-15,-$260 to -$230,31,133,164,0.1890,0.8110,0.1365,0.2558,32.00,134.00,Strong
20,5:00-5:15,-14,-$230 to -$200,28,209,237,0.1181,0.8819,0.0830,0.1655,29.00,210.00,Strong
20,5:00-5:15,-13,-$200 to -$170,51,277,328,0.1555,0.8445,0.1203,0.1987,52.00,278.00,Strong
20,5:00-5:15,-12,-$170 to -$140,86,411,497,0.1730,0.8270,0.1423,0.2088,87.00,412.00,Strong
20,5:00-5:15,-11,-$140 to -$110,138,611,749,0.1842,0.8158,0.1581,0.2136,139.00,612.00,Strong
20,5:00-5:15,-10,-$110 to -$90,135,557,692,0.1951,0.8049,0.1673,0.2263,136.00,558.00,Strong
20,5:00-5:15,-9,-$90 to -$70,213,668,881,0.2418,0.7582,0.2147,0.2711,214.00,669.00,Strong
20,5:00-5:15,-8,-$70 to -$50,289,743,1032,0.2800,0.7200,0.2535,0.3082,290.00,744.00,Strong
20,5:00-5:15,-7,-$50 to -$40,193,424,617,0.3128,0.6872,0.2775,0.3505,194.00,425.00,Strong
20,5:00-5:15,-6,-$40 to -$30,255,437,692,0.3685,0.6315,0.3334,0.4051,256.00,438.00,Strong
20,5:00-5:15,-5,-$30 to -$20,271,498,769,0.3524,0.6476,0.3195,0.3868,272.00,499.00,Strong
20,5:00-5:15,-4,-$20 to -$15,157,234,391,0.4015,0.5985,0.3541,0.4509,158.00,235.00,Strong
20,5:00-5:15,-3,-$15 to -$10,176,209,385,0.4571,0.5429,0.4080,0.5071,177.00,210.00,Strong
20,5:00-5:15,-2,-$10 to -$5,201,217,418,0.4809,0.5191,0.4334,0.5287,202.00,218.00,Strong
20,5:00-5:15,-1,-$5 to $0,203,229,432,0.4699,0.5301,0.4233,0.5170,204.00,230.00,Strong
20,5:00-5:15,0,$0 to +$5,251,206,457,0.5492,0.4508,0.5034,0.5943,252.00,207.00,Strong
20,5:00-5:15,1,+$5 to +$10,231,181,412,0.5607,0.4393,0.5124,0.6078,232.00,182.00,Strong
20,5:00-5:15,2,+$10 to +$15,235,159,394,0.5964,0.4036,0.5473,0.6437,236.00,160.00,Strong
20,5:00-5:15,3,+$15 to +$20,224,165,389,0.5758,0.4242,0.5262,0.6240,225.00,166.00,Strong
20,5:00-5:15,4,+$20 to +$30,438,291,729,0.6008,0.3992,0.5648,0.6358,439.00,292.00,Strong
20,5:00-5:15,5,+$30 to +$40,449,223,672,0.6682,0.3318,0.6317,0.7027,450.00,224.00,Strong
20,5:00-5:15,6,+$40 to +$50,400,188,588,0.6803,0.3197,0.6415,0.7167,401.00,189.00,Strong
20,5:00-5:15,7,+$50 to +$70,809,293,1102,0.7341,0.2659,0.7073,0.7594,810.00,294.00,Strong
20,5:00-5:15,8,+$70 to +$90,632,199,831,0.7605,0.2395,0.7304,0.7883,633.00,200.00,Strong
20,5:00-5:15,9,+$90 to +$110,481,146,627,0.7671,0.2329,0.7325,0.7985,482.00,147.00,Strong
20,5:00-5:15,10,+$110 to +$140,523,133,656,0.7973,0.2027,0.7648,0.8263,524.00,134.00,Strong
20,5:00-5:15,11,+$140 to +$170,383,83,466,0.8219,0.1781,0.7846,0.8540,384.00,84.00,Strong
20,5:00-5:15,12,+$170 to +$200,296,45,341,0.8680,0.1320,0.8280,0.8999,297.00,46.00,Strong
20,5:00-5:15,13,+$200 to +$230,229,34,263,0.8707,0.1293,0.8248,0.9060,230.00,35.00,Strong
20,5:00-5:15,14,+$230 to +$260,117,14,131,0.8931,0.1069,0.8286,0.9353,118.00,15.00,Strong
20,5:00-5:15,15,+$260 to +$300,129,11,140,0.9214,0.0786,0.8648,0.9556,130.00,12.00,Strong
20,5:00-5:15,16,> +$300,284,22,306,0.9281,0.0719,0.8935,0.9520,285.00,23.00,Strong
21,5:15-5:30,-17,< -$300,27,299,326,0.0828,0.9172,0.0575,0.1178,28.00,300.00,Strong
21,5:15-5:30,-16,-$300 to -$260,15,151,166,0.0904,0.9096,0.0555,0.1437,16.00,152.00,Strong
21,5:15-5:30,-15,-$260 to -$230,31,133,164,0.1890,0.8110,0.1365,0.2558,32.00,134.00,Strong
21,5:15-5:30,-14,-$230 to -$200,28,209,237,0.1181,0.8819,0.0830,0.1655,29.00,210.00,Strong
21,5:15-5:30,-13,-$200 to -$170,51,277,328,0.1555,0.8445,0.1203,0.1987,52.00,278.00,Strong
21,5:15-5:30,-12,-$170 to -$140,86,411,497,0.1730,0.8270,0.1423,0.2088,87.00,412.00,Strong
21,5:15-5:30,-11,-$140 to -$110,138,611,749,0.1842,0.8158,0.1581,0.2136,139.00,612.00,Strong
21,5:15-5:30,-10,-$110 to -$90,135,557,692,0.1951,0.8049,0.1673,0.2263,136.00,558.00,Strong
21,5:15-5:30,-9,-$90 to -$70,213,668,881,0.2418,0.7582,0.2147,0.2711,214.00,669.00,Strong
21,5:15-5:30,-8,-$70 to -$50,289,743,1032,0.2800,0.7200,0.2535,0.3082,290.00,744.00,Strong
21,5:15-5:30,-7,-$50 to -$40,193,424,617,0.3128,0.6872,0.2775,0.3505,194.00,425.00,Strong
21,5:15-5:30,-6,-$40 to -$30,255,437,692,0.3685,0.6315,0.3334,0.4051,256.00,438.00,Strong
21,5:15-5:30,-5,-$30 to -$20,271,498,769,0.3524,0.6476,0.3195,0.3868,272.00,499.00,Strong
21,5:15-5:30,-4,-$20 to -$15,157,234,391,0.4015,0.5985,0.3541,0.4509,158.00,235.00,Strong
21,5:15-5:30,-3,-$15 to -$10,176,209,385,0.4571,0.5429,0.4080,0.5071,177.00,210.00,Strong
21,5:15-5:30,-2,-$10 to -$5,201,217,418,0.4809,0.5191,0.4334,0.5287,202.00,218.00,Strong
21,5:15-5:30,-1,-$5 to $0,203,229,432,0.4699,0.5301,0.4233,0.5170,204.00,230.00,Strong
21,5:15-5:30,0,$0 to +$5,251,206,457,0.5492,0.4508,0.5034,0.5943,252.00,207.00,Strong
21,5:15-5:30,1,+$5 to +$10,231,181,412,0.5607,0.4393,0.5124,0.6078,232.00,182.00,Strong
21,5:15-5:30,2,+$10 to +$15,235,159,394,0.5964,0.4036,0.5473,0.6437,236.00,160.00,Strong
21,5:15-5:30,3,+$15 to +$20,224,165,389,0.5758,0.4242,0.5262,0.6240,225.00,166.00,Strong
21,5:15-5:30,4,+$20 to +$30,438,291,729,0.6008,0.3992,0.5648,0.6358,439.00,292.00,Strong
21,5:15-5:30,5,+$30 to +$40,449,223,672,0.6682,0.3318,0.6317,0.7027,450.00,224.00,Strong
21,5:15-5:30,6,+$40 to +$50,400,188,588,0.6803,0.3197,0.6415,0.7167,401.00,189.00,Strong
21,5:15-5:30,7,+$50 to +$70,809,293,1102,0.7341,0.2659,0.7073,0.7594,810.00,294.00,Strong
21,5:15-5:30,8,+$70 to +$90,632,199,831,0.7605,0.2395,0.7304,0.7883,633.00,200.00,Strong
21,5:15-5:30,9,+$90 to +$110,481,146,627,0.7671,0.2329,0.7325,0.7985,482.00,147.00,Strong
21,5:15-5:30,10,+$110 to +$140,523,133,656,0.7973,0.2027,0.7648,0.8263,524.00,134.00,Strong
21,5:15-5:30,11,+$140 to +$170,383,83,466,0.8219,0.1781,0.7846,0.8540,384.00,84.00,Strong
21,5:15-5:30,12,+$170 to +$200,296,45,341,0.8680,0.1320,0.8280,0.8999,297.00,46.00,Strong
21,5:15-5:30,13,+$200 to +$230,229,34,263,0.8707,0.1293,0.8248,0.9060,230.00,35.00,Strong
21,5:15-5:30,14,+$230 to +$260,117,14,131,0.8931,0.1069,0.8286,0.9353,118.00,15.00,Strong
21,5:15-5:30,15,+$260 to +$300,129,11,140,0.9214,0.0786,0.8648,0.9556,130.00,12.00,Strong
21,5:15-5:30,16,> +$300,284,22,306,0.9281,0.0719,0.8935,0.9520,285.00,23.00,Strong
22,5:30-5:45,-17,< -$300,27,299,326,0.0828,0.9172,0.0575,0.1178,28.00,300.00,Strong
22,5:30-5:45,-16,-$300 to -$260,15,151,166,0.0904,0.9096,0.0555,0.1437,16.00,152.00,Strong
22,5:30-5:45,-15,-$260 to -$230,31,133,164,0.1890,0.8110,0.1365,0.2558,32.00,134.00,Strong
