time_bucket,time_range,price_delta_bucket,price_delta_label,count_up,count_down,total,p_up,p_down,p_up_wilson_lower,p_up_wilson_upper,beta_alpha,beta_beta,confidence_level
30,7:30-7:45,-7,-$50 to -$40,158,417,575,0.2748,0.7252,0.2399,0.3127,159.00,418.00,Strong
30,7:30-7:45,-6,-$40 to -$30,202,421,623,0.3242,0.6758,0.2887,0.3620,203.00,422.00,Strong
30,7:30-7:45,-5,-$30 to -$20,237,417,654,0.3624,0.6376,0.3264,0.3999,238.00,418.00,Strong
30,7:30-7:45,-4,-$20 to -$15,145,210,355,0.4085,0.5915,0.3586,0.4603,146.00,211.00,Strong
30,7:30-7:45,-3,-$15 to -$10,141,190,331,0.4260,0.5740,0.3739,0.4798,142.00,191.00,Strong
30,7:30-7:45,-2,-$10 to -$5,151,206,357,0.4230,0.5770,0.3728,0.4748,152.00,207.00,Strong
30,7:30-7:45,-1,-$5 to $0,173,185,358,0.4832,0.5168,0.4319,0.5349,174.00,186.00,Strong
30,7:30-7:45,0,$0 to +$5,202,156,358,0.5642,0.4358,0.5125,0.6147,203.00,157.00,Strong
30,7:30-7:45,1,+$5 to +$10,187,153,340,0.5500,0.4500,0.4969,0.6020,188.00,154.00,Strong
30,7:30-7:45,2,+$10 to +$15,199,125,324,0.6142,0.3858,0.5601,0.6656,200.00,126.00,Strong
30,7:30-7:45,3,+$15 to +$20,202,131,333,0.6066,0.3934,0.5532,0.6576,203.00,132.00,Strong
30,7:30-7:45,4,+$20 to +$30,436,244,680,0.6412,0.3588,0.6044,0.6763,437.00,245.00,Strong
30,7:30-7:45,5,+$30 to +$40,441,200,641,0.6880,0.3120,0.6511,0.7226,442.00,201.00,Strong
30,7:30-7:45,6,+$40 to +$50,414,128,542,0.7638,0.2362,0.7263,0.7977,415.00,129.00,Strong
30,7:30-7:45,7,+$50 to +$70,728,231,959,0.7591,0.2409,0.7311,0.7851,729.00,232.00,Strong
30,7:30-7:45,8,+$70 to +$90,637,162,799,0.7972,0.2028,0.7680,0.8237,638.00,163.00,Strong
30,7:30-7:45,9,+$90 to +$110,579,115,694,0.8343,0.1657,0.8048,0.8601,580.00,116.00,Strong
30,7:30-7:45,10,+$110 to +$140,678,121,799,0.8486,0.1514,0.8220,0.8717,679.00,122.00,Strong
30,7:30-7:45,11,+$140 to +$170,478,58,536,0.8918,0.1082,0.8626,0.9154,479.00,59.00,Strong
30,7:30-7:45,12,+$170 to +$200,350,30,380,0.9211,0.0789,0.8895,0.9441,351.00,31.00,Strong
30,7:30-7:45,13,+$200 to +$230,251,29,280,0.8964,0.1036,0.8552,0.9269,252.00,30.00,Strong
30,7:30-7:45,14,+$230 to +$260,188,12,200,0.9400,0.0600,0.8981,0.9653,189.00,13.00,Strong
30,7:30-7:45,15,+$260 to +$300,196,13,209,0.9378,0.0622,0.8965,0.9633,197.00,14.00,Strong
30,7:30-7:45,16,> +$300,442,20,462,0.9567,0.0433,0.9341,0.9718,443.00,21.00,Strong
31,7:45-8:00,-17,< -$300,23,463,486,0.0473,0.9527,0.0317,0.0700,24.00,464.00,Strong
31,7:45-8:00,-16,-$300 to -$260,16,177,193,0.0829,0.9171,0.0517,0.1304,17.00,178.00,Strong
31,7:45-8:00,-15,-$260 to -$230,14,184,198,0.0707,0.9293,0.0426,0.1152,15.00,185.00,Strong
31,7:45-8:00,-14,-$230 to -$200,23,258,281,0.0819,0.9181,0.0552,0.1198,24.00,259.00,Strong
31,7:45-8:00,-13,-$200 to -$170,33,369,402,0.0821,0.9179,0.0590,0.1130,34.00,370.00,Strong
31,7:45-8:00,-12,-$170 to -$140,49,571,620,0.0790,0.9210,0.0603,0.1030,50.00,572.00,Strong
31,7:45-8:00,-11,-$140 to -$110,103,716,819,0.1258,0.8742,0.1048,0.1502,104.00,717.00,Strong
31,7:45-8:00,-10,-$110 to -$90,113,515,628,0.1799,0.8201,0.1519,0.2119,114.00,516.00,Strong
31,7:45-8:00,-9,-$90 to -$70,157,688,845,0.1858,0.8142,0.1610,0.2134,158.00,689.00,Strong
31,7:45-8:00,-8,-$70 to -$50,234,785,1019,0.2296,0.7704,0.2049,0.2564,235.00,786.00,Strong
31,7:45-8:00,-7,-$50 to -$40,158,417,575,0.2748,0.7252,0.2399,0.3127,159.00,418.00,Strong
31,7:45-8:00,-6,-$40 to -$30,202,421,623,0.3242,0.6758,0.2887,0.3620,203.00,422.00,Strong
31,7:45-8:00,-5,-$30 to -$20,237,417,654,0.3624,0.6376,0.3264,0.3999,238.00,418.00,Strong
31,7:45-8:00,-4,-$20 to -$15,145,210,355,0.4085,0.5915,0.3586,0.4603,146.00,211.00,Strong
31,7:45-8:00,-3,-$15 to -$10,141,190,331,0.4260,0.5740,0.3739,0.4798,142.00,191.00,Strong
31,7:45-8:00,-2,-$10 to -$5,151,206,357,0.4230,0.5770,0.3728,0.4748,152.00,207.00,Strong
31,7:45-8:00,-1,-$5 to $0,173,185,358,0.4832,0.5168,0.4319,0.5349,174.00,186.00,Strong
31,7:45-8:00,0,$0 to +$5,202,156,358,0.5642,0.4358,0.5125,0.6147,203.00,157.00,Strong
31,7:45-8:00,1,+$5 to +$10,187,153,340,0.5500,0.4500,0.4969,0.6020,188.00,154.00,Strong
31,7:45-8:00,2,+$10 to +$15,199,125,324,0.6142,0.3858,0.5601,0.6656,200.00,126.00,Strong
31,7:45-8:00,3,+$15 to +$20,202,131,333,0.6066,0.3934,0.5532,0.6576,203.00,132.00,Strong
31,7:45-8:00,4,+$20 to +$30,436,244,680,0.6412,0.3588,0.6044,0.6763,437.00,245.00,Strong
31,7:45-8:00,5,+$30 to +$40,441,200,641,0.6880,0.3120,0.6511,0.7226,442.00,201.00,Strong
31,7:45-8:00,6,+$40 to +$50,414,128,542,0.7638,0.2362,0.7263,0.7977,415.00,129.00,Strong
31,7:45-8:00,7,+$50 to +$70,728,231,959,0.7591,0.2409,0.7311,0.7851,729.00,232.00,Strong
31,7:45-8:00,8,+$70 to +$90,637,162,799,0.7972,0.2028,0.7680,0.8237,638.00,163.00,Strong
31,7:45-8:00,9,+$90 to +$110,579,115,694,0.8343,0.1657,0.8048,0.8601,580.00,116.00,Strong
31,7:45-8:00,10,+$110 to +$140,678,121,799,0.8486,0.1514,0.8220,0.8717,679.00,122.00,Strong
31,7:45-8:00,11,+$140 to +$170,478,58,536,0.8918,0.1082,0.8626,0.9154,479.00,59.00,Strong
31,7:45-8:00,12,+$170 to +$200,350,30,380,0.9211,0.0789,0.8895,0.9441,351.00,31.00,Strong
31,7:45-8:00,13,+$200 to +$230,251,29,280,0.8964,0.1036,0.8552,0.9269,252.00,30.00,Strong
31,7:45-8:00,14,+$230 to +$260,188,12,200,0.9400,0.0600,0.8981,0.9653,189.00,13.00,Strong
31,7:45-8:00,15,+$260 to +$300,196,13,209,0.9378,0.0622,0.8965,0.9633,197.00,14.00,Strong
31,7:45-8:00,16,> +$300,442,20,462,0.9567,0.0433,0.9341,0.9718,443.00,21.00,Strong
32,8:00-8:15,-17,< -$300,24,532,556,0.0432,0.9568,0.0292,0.0634,25.00,533.00,Strong
32,8:00-8:15,-16,-$300 to -$260,11,184,195,0.0564,0.9436,0.0318,0.0982,12.00,185.00,Strong
32,8:00-8:15,-15,-$260 to -$230,18,210,228,0.0789,0.9211,0.0505,0.1213,19.00,211.00,Strong
32,8:00-8:15,-14,-$230 to -$200,9,298,307,0.0293,0.9707,0.0155,0.0548,10.00,299.00,Strong
32,8:00-8:15,-13,-$200 to -$170,30,437,467,0.0642,0.9358,0.0454,0.0902,31.00,438.00,Strong
32,8:00-8:15,-12,-$170 to -$140,57,579,636,0.0896,0.9104,0.0698,0.1144,58.00,580.00,Strong
32,8:00-8:15,-11,-$140 to -$110,82,720,802,0.1022,0.8978,0.0831,0.1251,83.00,721.00,Strong
32,8:00-8:15,-10,-$110 to -$90,80,607,687,0.1164,0.8836,0.0946,0.1426,81.00,608.00,Strong
32,8:00-8:15,-9,-$90 to -$70,129,697,826,0.1562,0.8438,0.1330,0.1825,130.00,698.00,Strong
32,8:00-8:15,-8,-$70 to -$50,215,773,988,0.2176,0.7824,0.1930,0.2444,216.00,774.00,Strong
32,8:00-8:15,-7,-$50 to -$40,138,428,566,0.2438,0.7562,0.2102,0.2808,139.00,429.00,Strong
32,8:00-8:15,-6,-$40 to -$30,173,366,539,0.3210,0.6790,0.2829,0.3615,174.00,367.00,Strong
32,8:00-8:15,-5,-$30 to -$20,223,401,624,0.3574,0.6426,0.3207,0.3957,224.00,402.00,Strong
32,8:00-8:15,-4,-$20 to -$15,137,191,328,0.4177,0.5823,0.3656,0.4717,138.00,192.00,Strong
32,8:00-8:15,-3,-$15 to -$10,135,206,341,0.3959,0.6041,0.3454,0.4487,136.00,207.00,Strong
32,8:00-8:15,-2,-$10 to -$5,136,160,296,0.4595,0.5405,0.4036,0.5164,137.00,161.00,Strong
32,8:00-8:15,-1,-$5 to $0,162,154,316,0.5127,0.4873,0.4577,0.5673,163.00,155.00,Strong
32,8:00-8:15,0,$0 to +$5,182,150,332,0.5482,0.4518,0.4944,0.6009,183.00,151.00,Strong
32,8:00-8:15,1,+$5 to +$10,176,138,314,0.5605,0.4395,0.5052,0.6143,177.00,139.00,Strong
32,8:00-8:15,2,+$10 to +$15,193,130,323,0.5975,0.4025,0.5432,0.6496,194.00,131.00,Strong
32,8:00-8:15,3,+$15 to +$20,182,124,306,0.5948,0.4052,0.5389,0.6483,183.00,125.00,Strong
32,8:00-8:15,4,+$20 to +$30,404,215,619,0.6527,0.3473,0.6143,0.6891,405.00,216.00,Strong
32,8:00-8:15,5,+$30 to +$40,416,169,585,0.7111,0.2889,0.6731,0.7464,417.00,170.00,Strong
32,8:00-8:15,6,+$40 to +$50,412,115,527,0.7818,0.2182,0.7445,0.8149,413.00,116.00,Strong
32,8:00-8:15,7,+$50 to +$70,782,212,994,0.7867,0.2133,0.7602,0.8111,783.00,213.00,Strong
32,8:00-8:15,8,+$70 to +$90,662,145,807,0.8203,0.1797,0.7923,0.8453,663.00,146.00,Strong
32,8:00-8:15,9,+$90 to +$110,587,97,684,0.8582,0.1418,0.8300,0.8823,588.00,98.00,Strong
32,8:00-8:15,10,+$110 to +$140,673,100,773,0.8706,0.1294,0.8451,0.8925,674.00,101.00,Strong
32,8:00-8:15,11,+$140 to +$170,552,77,629,0.8776,0.1224,0.8497,0.9009,553.00,78.00,Strong
32,8:00-8:15,12,+$170 to +$200,365,29,394,0.9264,0.0736,0.8963,0.9483,366.00,30.00,Strong
32,8:00-8:15,13,+$200 to +$230,300,26,326,0.9202,0.0798,0.8857,0.9450,301.00,27.00,Strong
32,8:00-8:15,14,+$230 to +$260,204,9,213,0.9577,0.0423,0.9217,0.9776,205.00,10.00,Strong
32,8:00-8:15,15,+$260 to +$300,190,9,199,0.9548,0.0452,0.9163,0.9760,191.00,10.00,Strong
32,8:00-8:15,16,> +$300,541,12,553,0.9783,0.0217,0.9625,0.9875,542.00,13.00,Strong
33,8:15-8:30,-17,< -$300,24,532,556,0.0432,0.9568,0.0292,0.0634,25.00,533.00,Strong
33,8:15-8:30,-16,-$300 to -$260,11,184,195,0.0564,0.9436,0.0318,0.0982,12.00,185.00,Strong
33,8:15-8:30,-15,-$260 to -$230,18,210,228,0.0789,0.9211,0.0505,0.1213,19.00,211.00,Strong
33,8:15-8:30,-14,-$230 to -$200,9,298,307,0.0293,0.9707,0.0155,0.0548,10.00,299.00,Strong
33,8:15-8:30,-13,-$200 to -$170,30,437,467,0.0642,0.9358,0.0454,0.0902,31.00,438.00,Strong
33,8:15-8:30,-12,-$170 to -$140,57,579,636,0.0896,0.9104,0.0698,0.1144,58.00,580.00,Strong
33,8:15-8:30,-11,-$140 to -$110,82,720,802,0.1022,0.8978,0.0831,0.1251,83.00,721.00,Strong
33,8:15-8:30,-10,-$110 to -$90,80,607,687,0.1164,0.8836,0.0946,0.1426,81.00,608.00,Strong
33,8:15-8:30,-9,-$90 to -$70,129,697,826,0.1562,0.8438,0.1330,0.1825,130.00,698.00,Strong
33,8:15-8:30,-8,-$70 to -$50,215,773,988,0.2176,0.7824,0.1930,0.2444,216.00,774.00,Strong
33,8:15-8:30,-7,-$50 to -$40,138,428,566,0.2438,0.7562,0.2102,0.2808,139.00,429.00,Strong
33,8:15-8:30,-6,-$40 to -$30,173,366,539,0.3210,0.6790,0.2829,0.3615,174.00,367.00,Strong
33,8:15-8:30,-5,-$30 to -$20,223,401,624,0.3574,0.6426,0.3207,0.3957,224.00,402.00,Strong
33,8:15-8:30,-4,-$20 to -$15,137,191,328,0.4177,0.5823,0.3656,0.4717,138.00,192.00,Strong
33,8:15-8:30,-3,-$15 to -$10,135,206,341,0.3959,0.6041,0.3454,0.4487,136.00,207.00,Strong
33,8:15-8:30,-2,-$10 to -$5,136,160,296,0.4595,0.5405,0.4036,0.5164,137.00,161.00,Strong
33,8:15-8:30,-1,-$5 to $0,162,154,316,0.5127,0.4873,0.4577,0.5673,163.00,155.00,Strong
33,8:15-8:30,0,$0 to +$5,182,150,332,0.5482,0.4518,0.4944,0.6009,183.00,151.00,Strong
33,8:15-8:30,1,+$5 to +$10,176,138,314,0.5605,0.4395,0.5052,0.6143,177.00,139.00,Strong
33,8:15-8:30,2,+$10 to +$15,193,130,323,0.5975,0.4025,0.5432,0.6496,194.00,131.00,Strong
33,8:15-8:30,3,+$15 to +$20,182,124,306,0.5948,0.4052,0.5389,0.6483,183.00,125.00,Strong
33,8:15-8:30,4,+$20 to +$30,404,215,619,0.6527,0.3473,0.6143,0.6891,405.00,216.00,Strong
33,8:15-8:30,5,+$30 to +$40,416,169,585,0.7111,0.2889,0.6731,0.7464,417.00,170.00,Strong
33,8:15-8:30,6,+$40 to +$50,412,115,527,0.7818,0.2182,0.7445,0.8149,413.00,116.00,Strong
33,8:15-8:30,7,+$50 to +$70,782,212,994,0.7867,0.2133,0.7602,0.8111,783.00,213.00,Strong
33,8:15-8:30,8,+$70 to +$90,662,145,807,0.8203,0.1797,0.7923,0.8453,663.00,146.00,Strong
33,8:15-8:30,9,+$90 to +$110,587,97,684,0.8582,0.1418,0.8300,0.8823,588.00,98.00,Strong
33,8:15-8:30,10,+$110 to +$140,673,100,773,0.8706,0.1294,0.8451,0.8925,674.00,101.00,Strong
33,8:15-8:30,11,+$140 to +$170,552,77,629,0.8776,0.1224,0.8497,0.9009,553.00,78.00,Strong
33,8:15-8:30,12,+$170 to +$200,365,29,394,0.9264,0.0736,0.8963,0.9483,366.00,30.00,Strong
33,8:15-8:30,13,+$200 to +$230,300,26,326,0.9202,0.0798,0.8857,0.9450,301.00,27.00,Strong
33,8:15-8:30,14,+$230 to +$260,204,9,213,0.9577,0.0423,0.9217,0.9776,205.00,10.00,Strong
33,8:15-8:30,15,+$260 to +$300,190,9,199,0.9548,0.0452,0.9163,0.9760,191.00,10.00,Strong
33,8:15-8:30,16,> +$300,541,12,553,0.9783,0.0217,0.9625,0.9875,542.00,13.00,Strong
34,8:30-8:45,-17,< -$300,24,532,556,0.0432,0.9568,0.0292,0.0634,25.00,533.00,Strong
34,8:30-8:45,-16,-$300 to -$260,11,184,195,0.0564,0.9436,0.0318,0.0982,12.00,185.00,Strong
34,8:30-8:45,-15,-$260 to -$230,18,210,228,0.0789,0.9211,0.0505,0.1213,19.00,211.00,Strong
34,8:30-8:45,-14,-$230 to -$200,9,298,307,0.0293,0.9707,0.0155,0.0548,10.00,299.00,Strong
34,8:30-8:45,-13,-$200 to -$170,30,437,467,0.0642,0.9358,0.0454,0.0902,31.00,438.00,Strong
34,8:30-8:45,-12,-$170 to -$140,57,579,636,0.0896,0.9104,0.0698,0.1144,58.00,580.00,Strong
34,8:30-8:45,-11,-$140 to -$110,82,720,802,0.1022,0.8978,0.0831,0.1251,83.00,721.00,Strong
34,8:30-8:45,-10,-$110 to -$90,80,607,687,0.1164,0.8836,0.0946,0.1426,81.00,608.00,Strong
34,8:30-8:45,-9,-$90 to -$70,129,697,826,0.1562,0.8438,0.1330,0.1825,130.00,698.00,Strong
34,8:30-8:45,-8,-$70 to -$50,215,773,988,0.2176,0.7824,0.1930,0.2444,216.00,774.00,Strong
34,8:30-8:45,-7,-$50 to -$40,138,428,566,0.2438,0.7562,0.2102,0.2808,139.00,429.00,Strong
34,8:30-8:45,-6,-$40 to -$30,173,366,539,0.3210,0.6790,0.2829,0.3615,174.00,367.00,Strong
34,8:30-8:45,-5,-$30 to -$20,223,401,624,0.3574,0.6426,0.3207,0.3957,224.00,402.00,Strong
34,8:30-8:45,-4,-$20 to -$15,137,191,328,0.4177,0.5823,0.3656,0.4717,138.00,192.00,Strong
34,8:30-8:45,-3,-$15 to -$10,135,206,341,0.3959,0.6041,0.3454,0.4487,136.00,207.00,Strong
34,8:30-8:45,-2,-$10 to -$5,136,160,296,0.4595,0.5405,0.4036,0.5164,137.00,161.00,Strong
34,8:30-8:45,-1,-$5 to $0,162,154,316,0.5127,0.4873,0.4577,0.5673,163.00,155.00,Strong
34,8:30-8:45,0,$0 to +$5,182,150,332,0.5482,0.4518,0.4944,0.6009,183.00,151.00,Strong
34,8:30-8:45,1,+$5 to +$10,176,138,314,0.5605,0.4395,0.5052,0.6143,177.00,139.00,Strong
34,8:30-8:45,2,+$10 to +$15,193,130,323,0.5975,0.4025,0.5432,0.6496,194.00,131.00,Strong
34,8:30-8:45,3,+$15 to +$20,182,124,306,0.5948,0.4052,0.5389,0.6483,183.00,125.00,Strong
34,8:30-8:45,4,+$20 to +$30,404,215,619,0.6527,0.3473,0.6143,0.6891,405.00,216.00,Strong
34,8:30-8:45,5,+$30 to +$40,416,169,585,0.7111,0.2889,0.6731,0.7464,417.00,170.00,Strong
34,8:30-8:45,6,+$40 to +$50,412,115,527,0.7818,0.2182,0.7445,0.8149,413.00,116.00,Strong
34,8:30-8:45,7,+$50 to +$70,782,212,994,0.7867,0.2133,0.7602,0.8111,783.00,213.00,Strong
34,8:30-8:45,8,+$70 to +$90,662,145,807,0.8203,0.1797,0.7923,0.8453,663.00,146.00,Strong
34,8:30-8:45,9,+$90 to +$110,587,97,684,0.8582,0.1418,0.8300,0.8823,588.00,98.00,Strong
34,8:30-8:45,10,+$110 to +$140,673,100,773,0.8706,0.1294,0.8451,0.8925,674.00,101.00,Strong
34,8:30-8:45,11,+$140 to +$170,552,77,629,0.8776,0.1224,0.8497,0.9009,553.00,78.00,Strong
34,8:30-8:45,12,+$170 to +$200,365,29,394,0.9264,0.0736,0.8963,0.9483,366.00,30.00,Strong
34,8:30-8:45,13,+$200 to +$230,300,26,326,0.9202,0.0798,0.8857,0.9450,301.00,27.00,Strong
34,8:30-8:45,14,+$230 to +$260,204,9,213,0.9577,0.0423,0.9217,0.9776,205.00,10.00,Strong
34,8:30-8:45,15,+$260 to +$300,190,9,199,0.9548,0.0452,0.9163,0.9760,191.00,10.00,Strong
34,8:30-8:45,16,> +$300,541,12,553,0.9783,0.0217,0.9625,0.9875,542.00,13.00,Strong
35,8:45-9:00,-17,< -$300,24,532,556,0.0432,0.9568,0.0292,0.0634,25.00,533.00,Strong
35,8:45-9:00,-16,-$300 to -$260,11,184,195,0.0564,0.9436,0.0318,0.0982,12.00,185.00,Strong
35,8:45-9:00,-15,-$260 to -$230,18,210,228,0.0789,0.9211,0.0505,0.1213,19.00,211.00,Strong
35,8:45-9:00,-14,-$230 to -$200,9,298,307,0.0293,0.9707,0.0155,0.0548,10.00,299.00,Strong
35,8:45-9:00,-13,-$200 to -$170,30,437,467,0.0642,0.9358,0.0454,0.0902,31.00,438.00,Strong
35,8:45-9:00,-12,-$170 to -$140,57,579,636,0.0896,0.9104,0.0698,0.1144,58.00,580.00,Strong
35,8:45-9:00,-11,-$140 to -$110,82,720,802,0.1022,0.8978,0.0831,0.1251,83.00,721.00,Strong
35,8:45-9:00,-10,-$110 to -$90,80,607,687,0.1164,0.8836,0.0946,0.1426,81.00,608.00,Strong
35,8:45-9:00,-9,-$90 to -$70,129,697,826,0.1562,0.8438,0.1330,0.1825,130.00,698.00,Strong
35,8:45-9:00,-8,-$70 to -$50,215,773,988,0.2176,0.7824,0.1930,0.2444,216.00,774.00,Strong
35,8:45-9:00,-7,-$50 to -$40,138,428,566,0.2438,0.7562,0.2102,0.2808,139.00,429.00,Strong
35,8:45-9:00,-6,-$40 to -$30,173,366,539,0.3210,0.6790,0.2829,0.3615,174.00,367.00,Strong
35,8:45-9:00,-5,-$30 to -$20,223,401,624,0.3574,0.6426,0.3207,0.3957,224.00,402.00,Strong
35,8:45-9:00,-4,-$20 to -$15,137,191,328,0.4177,0.5823,0.3656,0.4717,138.00,192.00,Strong
35,8:45-9:00,-3,-$15 to -$10,135,206,341,0.3959,0.6041,0.3454,0.4487,136.00,207.00,Strong
35,8:45-9:00,-2,-$10 to -$5,136,160,296,0.4595,0.5405,0.4036,0.5164,137.00,161.00,Strong
35,8:45-9:00,-1,-$5 to $0,162,154,316,0.5127,0.4873,0.4577,0.5673,163.00,155.00,Strong
35,8:45-9:00,0,$0 to +$5,182,150,332,0.5482,0.4518,0.4944,0.6009,183.00,151.00,Strong
35,8:45-9:00,1,+$5 to +$10,176,138,314,0.5605,0.4395,0.5052,0.6143,177.00,139.00,Strong
35,8:45-9:00,2,+$10 to +$15,193,130,323,0.5975,0.4025,0.5432,0.6496,194.00,131.00,Strong
35,8:45-9:00,3,+$15 to +$20,182,124,306,0.5948,0.4052,0.5389,0.6483,183.00,125.00,Strong
35,8:45-9:00,4,+$20 to +$30,404,215,619,0.6527,0.3473,0.6143,0.6891,405.00,216.00,Strong
35,8:45-9:00,5,+$30 to +$40,416,169,585,0.7111,0.2889,0.6731,0.7464,417.00,170.00,Strong
35,8:45-9:00,6,+$40 to +$50,412,115,527,0.7818,0.2182,0.7445,0.8149,413.00,116.00,Strong
35,8:45-9:00,7,+$50 to +$70,782,212,994,0.7867,0.2133,0.7602,0.8111,783.00,213.00,Strong
35,8:45-9:00,8,+$70 to +$90,662,145,807,0.8203,0.1797,0.7923,0.8453,663.00,146.00,Strong
35,8:45-9:00,9,+$90 to +$110,587,97,684,0.8582,0.1418,0.8300,0.8823,588.00,98.00,Strong
35,8:45-9:00,10,+$110 to +$140,673,100,773,0.8706,0.1294,0.8451,0.8925,674.00,101.00,Strong
35,8:45-9:00,11,+$140 to +$170,552,77,629,0.8776,0.1224,0.8497,0.9009,553.00,78.00,Strong
35,8:45-9:00,12,+$170 to +$200,365,29,394,0.9264,0.0736,0.8963,0.9483,366.00,30.00,Strong
35,8:45-9:00,13,+$200 to +$230,300,26,326,0.9202,0.0798,0.8857,0.9450,301.00,27.00,Strong
35,8:45-9:00,14,+$230 to +$260,204,9,213,0.9577,0.0423,0.9217,0.9776,205.00,10.00,Strong
35,8:45-9:00,15,+$260 to +$300,190,9,199,0.9548,0.0452,0.9163,0.9760,191.00,10.00,Strong
35,8:45-9:00,16,> +$300,541,12,553,0.9783,0.0217,0.9625,0.9875,542.00,13.00,Strong
36,9:00-9:15,-17,< -$300,14,599,613,0.0228,0.9772,0.0137,0.0380,15.00,600.00,Strong
36,9:00-9:15,-16,-$300 to -$260,9,209,218,0.0413,0.9587,0.0219,0.0766,10.00,210.00,Strong
36,9:00-9:15,-15,-$260 to -$230,11,242,253,0.0435,0.9565,0.0244,0.0762,12.00,243.00,Strong
36,9:00-9:15,-14,-$230 to -$200,11,330,341,0.0323,0.9677,0.0181,0.0568,12.00,331.00,Strong
36,9:00-9:15,-13,-$200 to -$170,20,469,489,0.0409,0.9591,0.0266,0.0623,21.00,470.00,Strong
36,9:00-9:15,-12,-$170 to -$140,45,590,635,0.0709,0.9291,0.0534,0.0935,46.00,591.00,Strong
36,9:00-9:15,-11,-$140 to -$110,75,765,840,0.0893,0.9107,0.0718,0.1105,76.00,766.00,Strong
36,9:00-9:15,-10,-$110 to -$90,93,649,742,0.1253,0.8747,0.1034,0.1511,94.00,650.00,Strong
36,9:00-9:15,-9,-$90 to -$70,109,693,802,0.1359,0.8641,0.1139,0.1614,110.00,694.00,Strong
36,9:00-9:15,-8,-$70 to -$50,185,770,955,0.1937,0.8063,0.1699,0.2200,186.00,771.00,Strong
36,9:00-9:15,-7,-$50 to -$40,114,405,519,0.2197,0.7803,0.1862,0.2573,115.00,406.00,Strong
36,9:00-9:15,-6,-$40 to -$30,156,372,528,0.2955,0.7045,0.2581,0.3357,157.00,373.00,Strong
36,9:00-9:15,-5,-$30 to -$20,213,379,592,0.3598,0.6402,0.3222,0.3992,214.00,380.00,Strong
36,9:00-9:15,-4,-$20 to -$15,121,189,310,0.3903,0.6097,0.3377,0.4457,122.00,190.00,Strong
36,9:00-9:15,-3,-$15 to -$10,124,182,306,0.4052,0.5948,0.3517,0.4611,125.00,183.00,Strong
36,9:00-9:15,-2,-$10 to -$5,120,155,275,0.4364,0.5636,0.3790,0.4955,121.00,156.00,Strong
36,9:00-9:15,-1,-$5 to $0,187,150,337,0.5549,0.4451,0.5015,0.6070,188.00,151.00,Strong
36,9:00-9:15,0,$0 to +$5,140,162,302,0.4636,0.5364,0.4081,0.5199,141.00,163.00,Strong
36,9:00-9:15,1,+$5 to +$10,170,125,295,0.5763,0.4237,0.5193,0.6313,171.00,126.00,Strong
36,9:00-9:15,2,+$10 to +$15,209,108,317,0.6593,0.3407,0.6055,0.7093,210.00,109.00,Strong
36,9:00-9:15,3,+$15 to +$20,189,101,290,0.6517,0.3483,0.5952,0.7043,190.00,102.00,Strong
36,9:00-9:15,4,+$20 to +$30,384,182,566,0.6784,0.3216,0.6389,0.7156,385.00,183.00,Strong
36,9:00-9:15,5,+$30 to +$40,416,146,562,0.7402,0.2598,0.7024,0.7748,417.00,147.00,Strong
36,9:00-9:15,6,+$40 to +$50,379,138,517,0.7331,0.2669,0.6933,0.7694,380.00,139.00,Strong
36,9:00-9:15,7,+$50 to +$70,716,173,889,0.8054,0.1946,0.7781,0.8301,717.00,174.00,Strong
36,9:00-9:15,8,+$70 to +$90,703,122,825,0.8521,0.1479,0.8263,0.8747,704.00,123.00,Strong
36,9:00-9:15,9,+$90 to +$110,571,85,656,0.8704,0.1296,0.8426,0.8940,572.00,86.00,Strong
36,9:00-9:15,10,+$110 to +$140,716,88,804,0.8905,0.1095,0.8671,0.9103,717.00,89.00,Strong
36,9:00-9:15,11,+$140 to +$170,549,53,602,0.9120,0.0880,0.8866,0.9321,550.00,54.00,Strong
36,9:00-9:15,12,+$170 to +$200,450,27,477,0.9434,0.0566,0.9189,0.9608,451.00,28.00,Strong
36,9:00-9:15,13,+$200 to +$230,327,13,340,0.9618,0.0382,0.9357,0.9775,328.00,14.00,Strong
36,9:00-9:15,14,+$230 to +$260,245,11,256,0.9570,0.0430,0.9247,0.9758,246.00,12.00,Strong
36,9:00-9:15,15,+$260 to +$300,226,10,236,0.9576,0.0424,0.9238,0.9768,227.00,11.00,Strong
36,9:00-9:15,16,> +$300,583,8,591,0.9865,0.0135,0.9735,0.9931,584.00,9.00,Strong
37,9:15-9:30,-17,< -$300,14,599,613,0.0228,0.9772,0.0137,0.0380,15.00,600.00,Strong
37,9:15-9:30,-16,-$300 to -$260,9,209,218,0.0413,0.9587,0.0219,0.0766,10.00,210.00,Strong
37,9:15-9:30,-15,-$260 to -$230,11,242,253,0.0435,0.9565,0.0244,0.0762,12.00,243.00,Strong
37,9:15-9:30,-14,-$230 to -$200,11,330,341,0.0323,0.9677,0.0181,0.0568,12.00,331.00,Strong
37,9:15-9:30,-13,-$200 to -$170,20,469,489,0.0409,0.9591,0.0266,0.0623,21.00,470.00,Strong
37,9:15-9:30,-12,-$170 to -$140,45,590,635,0.0709,0.9291,0.0534,0.0935,46.00,591.00,Strong
37,9:15-9:30,-11,-$140 to -$110,75,765,840,0.0893,0.9107,0.0718,0.1105,76.00,766.00,Strong
