market_slug,outcome,total_snapshots,B5%_S5%_P0%,B5%_S5%_P5%,B5%_S5%_P10%,B5%_S5%_P20%,B5%_S5%_P50%,B5%_S5%_P75%,B5%_S5%_P100%,B5%_S10%_P0%,B5%_S10%_P5%,B5%_S10%_P10%,B5%_S10%_P20%,B5%_S10%_P50%,B5%_S10%_P75%,B5%_S10%_P100%,B7%_S5%_P0%,B7%_S5%_P5%,B7%_S5%_P10%,B7%_S5%_P20%,B7%_S5%_P50%,B7%_S5%_P75%,B7%_S5%_P100%,B7%_S10%_P0%,B7%_S10%_P5%,B7%_S10%_P10%,B7%_S10%_P20%,B7%_S10%_P50%,B7%_S10%_P75%,B7%_S10%_P100%,B10%_S5%_P0%,B10%_S5%_P5%,B10%_S5%_P10%,B10%_S5%_P20%,B10%_S5%_P50%,B10%_S5%_P75%,B10%_S5%_P100%,B10%_S10%_P0%,B10%_S10%_P5%,B10%_S10%_P10%,B10%_S10%_P20%,B10%_S10%_P50%,B10%_S10%_P75%,B10%_S10%_P100%,B5%_S5%_P150>75%,B5%_S10%_P150>75%,B7%_S5%_P150>75%,B7%_S10%_P150>75%,B10%_S5%_P150>75%,B10%_S10%_P150>75%,B5%_S5%_P100>50%,B5%_S10%_P100>50%,B7%_S5%_P100>50%,B7%_S10%_P100>50%,B10%_S5%_P100>50%,B10%_S10%_P100>50%,B5%_S5%_P100>20%,B5%_S10%_P100>20%,B7%_S5%_P100>20%,B7%_S10%_P100>20%,B10%_S5%_P100>20%,B10%_S10%_P100>20%,B5%_S5%_P75>20%,B5%_S10%_P75>20%,B7%_S5%_P75>20%,B7%_S10%_P75>20%,B10%_S5%_P75>20%,B10%_S10%_P75>20%,B5%_S5%_P50>10%,B5%_S10%_P50>10%,B7%_S5%_P50>10%,B7%_S10%_P50>10%,B10%_S5%_P50>10%,B10%_S10%_P50>10%,B5%_HoldToEnd,B7%_HoldToEnd,B10%_HoldToEnd
btc-updown-15m-1765267200,UP,5447,171.5% (10 trades),183.8% (9 trades),183.8% (9 trades),-0.9% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),172.6% (8 trades),183.2% (8 trades),79.6% (8 trades),1.0% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),135.2% (7 trades),149.2% (6 trades),149.2% (6 trades),-57.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),119.5% (6 trades),128.3% (6 trades),24.8% (6 trades),-57.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),59.0% (2 trades),71.1% (2 trades),71.1% (2 trades),-41.0% (2 trades),-41.0% (2 trades),-23.1% (2 trades),120.5% (1 trades),62.0% (2 trades),71.1% (2 trades),71.1% (2 trades),-41.0% (2 trades),-41.0% (2 trades),97.4% (1 trades),117.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-23.1% (2 trades),97.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-41.0% (2 trades),-41.0% (2 trades),-57.8% (3 trades),-57.8% (3 trades),-57.8% (3 trades),-57.8% (3 trades),-41.0% (2 trades),-41.0% (2 trades),-57.8% (3 trades),-57.8% (3 trades),-57.8% (3 trades),-57.8% (3 trades),-41.0% (2 trades),-41.0% (2 trades),138.8% (6 trades),20.3% (6 trades),142.7% (6 trades),20.5% (6 trades),71.1% (2 trades),71.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),156.4% (1 trades)
btc-updown-15m-1765268100,UP,5371,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),113.5% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),72.3% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765269000,UP,8356,2063.2% (9 trades),2080.0% (9 trades),2087.8% (9 trades),2180.4% (7 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),209.1% (8 trades),209.1% (8 trades),212.8% (8 trades),285.0% (6 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),2027.3% (6 trades),2034.7% (6 trades),2038.5% (6 trades),2060.7% (6 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),2045.1% (6 trades),2045.1% (6 trades),2048.8% (6 trades),2071.0% (6 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),2035.7% (6 trades),2039.5% (6 trades),2043.4% (6 trades),2070.3% (6 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),2054.0% (6 trades),2054.0% (6 trades),2054.0% (6 trades),2080.9% (6 trades),1958.1% (2 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades),1958.1% (2 trades),1958.1% (2 trades),1958.1% (2 trades),1958.1% (2 trades),1958.1% (2 trades),1958.1% (2 trades),2122.9% (5 trades),95.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2122.9% (5 trades),95.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2005.9% (4 trades),2053.0% (7 trades),39.5% (6 trades),1999.5% (4 trades),1999.5% (4 trades),1999.5% (4 trades),1999.5% (4 trades),222.6% (1 trades),222.6% (1 trades),222.6% (1 trades)
btc-updown-15m-1765269900,DOWN,4478,95.2% (9 trades),108.5% (7 trades),108.1% (6 trades),-31.9% (4 trades),65.6% (1 trades),84.4% (1 trades),212.5% (1 trades),51.3% (5 trades),59.9% (4 trades),90.1% (4 trades),109.8% (4 trades),68.8% (1 trades),212.5% (1 trades),212.5% (1 trades),87.8% (7 trades),93.9% (5 trades),83.4% (4 trades),99.5% (4 trades),-48.4% (2 trades),90.3% (1 trades),222.6% (1 trades),51.2% (4 trades),56.2% (3 trades),76.2% (3 trades),92.4% (3 trades),-48.4% (2 trades),222.6% (1 trades),222.6% (1 trades),61.5% (4 trades),67.8% (4 trades),74.0% (4 trades),112.7% (4 trades),-44.4% (2 trades),-22.2% (2 trades),100.0% (1 trades),55.8% (4 trades),60.8% (3 trades),80.8% (3 trades),80.8% (3 trades),-44.4% (2 trades),-22.2% (2 trades),100.0% (1 trades),84.4% (1 trades),212.5% (1 trades),90.3% (1 trades),222.6% (1 trades),-22.2% (2 trades),-22.2% (2 trades),65.6% (1 trades),68.8% (1 trades),-45.2% (2 trades),-45.2% (2 trades),-33.3% (2 trades),-33.3% (2 trades),-37.7% (3 trades),104.0% (3 trades),115.6% (4 trades),108.5% (3 trades),153.4% (4 trades),117.9% (3 trades),-37.7% (3 trades),104.0% (3 trades),115.6% (4 trades),108.5% (3 trades),164.5% (4 trades),129.0% (3 trades),121.9% (5 trades),104.0% (3 trades),122.1% (4 trades),114.9% (3 trades),103.7% (4 trades),106.8% (3 trades),212.5% (1 trades),222.6% (1 trades),270.4% (1 trades)
btc-updown-15m-1765270800,DOWN,4476,-88.1% (2 trades),-88.1% (2 trades),-88.1% (2 trades),-78.0% (2 trades),123.0% (3 trades),69.5% (1 trades),69.5% (1 trades),-83.1% (2 trades),-83.1% (2 trades),-83.1% (2 trades),-78.0% (2 trades),123.0% (3 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),123.0% (3 trades),123.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),83.3% (3 trades),91.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),83.3% (3 trades),91.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),70.0% (3 trades),91.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765271700,DOWN,4470,59.1% (5 trades),81.8% (5 trades),91.8% (5 trades),-47.3% (3 trades),-46.8% (2 trades),53.1% (3 trades),100.0% (1 trades),72.3% (5 trades),144.6% (5 trades),154.6% (5 trades),-16.6% (3 trades),-38.3% (2 trades),53.1% (3 trades),112.8% (1 trades),61.3% (5 trades),73.5% (5 trades),94.3% (5 trades),-44.4% (3 trades),-47.8% (2 trades),-23.9% (2 trades),104.3% (1 trades),74.6% (5 trades),84.6% (5 trades),158.2% (5 trades),-13.0% (3 trades),-34.8% (2 trades),-23.9% (2 trades),117.4% (1 trades),57.6% (4 trades),75.0% (4 trades),88.4% (4 trades),-58.3% (3 trades),-46.7% (2 trades),-24.4% (2 trades),0.0% (2 trades),71.0% (4 trades),88.4% (4 trades),148.4% (4 trades),-9.4% (3 trades),-31.1% (2 trades),-24.4% (2 trades),122.2% (1 trades),56.6% (3 trades),78.9% (3 trades),73.3% (3 trades),83.0% (3 trades),77.3% (3 trades),87.2% (3 trades),29.9% (3 trades),78.9% (3 trades),37.6% (3 trades),83.0% (3 trades),41.6% (3 trades),87.2% (3 trades),23.3% (3 trades),78.9% (3 trades),37.6% (3 trades),83.0% (3 trades),41.6% (3 trades),87.2% (3 trades),6.0% (3 trades),11.9% (3 trades),-2.9% (3 trades),-2.9% (3 trades),4.1% (3 trades),4.1% (3 trades),130.1% (5 trades),154.6% (5 trades),129.1% (5 trades),158.2% (5 trades),121.7% (4 trades),148.4% (4 trades),112.8% (1 trades),117.4% (1 trades),122.2% (1 trades)
btc-updown-15m-1765272600,DOWN,4468,-100.0% (3 trades),-92.9% (2 trades),-85.7% (2 trades),-78.6% (2 trades),-42.9% (2 trades),-21.4% (2 trades),0.0% (2 trades),-96.4% (3 trades),-92.9% (2 trades),-82.1% (2 trades),-78.6% (2 trades),-42.9% (2 trades),-21.4% (2 trades),7.1% (2 trades),-96.3% (3 trades),-92.6% (2 trades),-88.9% (2 trades),-77.8% (2 trades),-48.1% (2 trades),-22.2% (2 trades),3.7% (2 trades),-92.6% (3 trades),-92.6% (2 trades),-88.9% (2 trades),-77.8% (2 trades),-48.1% (2 trades),-22.2% (2 trades),14.8% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-21.4% (2 trades),-21.4% (2 trades),-22.2% (2 trades),-22.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-42.9% (2 trades),-42.9% (2 trades),-48.1% (2 trades),-48.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-78.6% (2 trades),-78.6% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-78.6% (2 trades),-78.6% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-78.6% (2 trades),-78.6% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),257.1% (1 trades),270.4% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765273500,DOWN,4473,21.6% (2 trades),21.6% (2 trades),-85.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),10.9% (1 trades),10.9% (1 trades),10.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),29.8% (3 trades),32.0% (3 trades),38.5% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),10.9% (1 trades),10.9% (1 trades),10.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),20.0% (2 trades),20.0% (2 trades),22.3% (2 trades),38.6% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),20.0% (2 trades),20.0% (2 trades),22.3% (2 trades),38.6% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),38.6% (1 trades),38.6% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),38.6% (1 trades),38.6% (1 trades),-85.5% (2 trades),10.9% (1 trades),38.5% (3 trades),10.9% (1 trades),22.3% (2 trades),22.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765274400,UP,4410,96.4% (3 trades),96.4% (3 trades),96.4% (3 trades),108.3% (3 trades),203.2% (3 trades),108.3% (1 trades),108.3% (1 trades),111.0% (3 trades),111.0% (3 trades),111.0% (3 trades),114.5% (3 trades),211.1% (3 trades),108.3% (1 trades),108.3% (1 trades),232.8% (4 trades),232.8% (4 trades),239.2% (4 trades),278.1% (3 trades),285.5% (2 trades),300.4% (2 trades),322.6% (2 trades),242.6% (4 trades),242.6% (4 trades),242.6% (4 trades),284.6% (3 trades),285.5% (2 trades),300.4% (2 trades),322.6% (2 trades),241.3% (4 trades),241.3% (4 trades),247.7% (4 trades),264.3% (4 trades),272.6% (2 trades),303.3% (2 trades),322.6% (2 trades),251.2% (4 trades),251.2% (4 trades),251.2% (4 trades),270.8% (4 trades),272.6% (2 trades),303.3% (2 trades),330.3% (2 trades),108.3% (1 trades),108.3% (1 trades),300.4% (2 trades),300.4% (2 trades),303.3% (2 trades),303.3% (2 trades),120.2% (2 trades),108.3% (1 trades),285.5% (2 trades),285.5% (2 trades),272.6% (2 trades),272.6% (2 trades),120.2% (2 trades),111.9% (2 trades),278.1% (3 trades),295.7% (3 trades),264.3% (4 trades),282.3% (4 trades),120.2% (2 trades),111.9% (2 trades),278.1% (3 trades),295.7% (3 trades),264.3% (4 trades),282.3% (4 trades),124.6% (3 trades),127.1% (3 trades),228.1% (4 trades),231.5% (4 trades),236.2% (4 trades),235.8% (4 trades),108.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765275300,UP,4544,96.6% (6 trades),102.7% (6 trades),116.1% (5 trades),46.8% (2 trades),169.0% (3 trades),154.0% (2 trades),0.0% (2 trades),91.3% (5 trades),93.1% (4 trades),35.7% (2 trades),52.3% (2 trades),119.0% (2 trades),173.4% (2 trades),0.0% (2 trades),87.7% (5 trades),93.6% (5 trades),104.6% (4 trades),116.0% (4 trades),171.5% (3 trades),159.0% (2 trades),0.0% (2 trades),91.0% (4 trades),127.5% (4 trades),127.5% (4 trades),144.7% (4 trades),123.3% (2 trades),179.0% (2 trades),2.9% (2 trades),67.2% (2 trades),67.2% (2 trades),67.2% (2 trades),67.2% (2 trades),69.0% (1 trades),76.2% (1 trades),-100.0% (1 trades),76.7% (2 trades),76.7% (2 trades),76.7% (2 trades),76.7% (2 trades),69.0% (1 trades),76.2% (1 trades),-100.0% (1 trades),154.0% (2 trades),173.4% (2 trades),159.0% (2 trades),179.0% (2 trades),76.2% (1 trades),76.2% (1 trades),169.0% (3 trades),119.0% (2 trades),171.5% (3 trades),123.3% (2 trades),69.0% (1 trades),69.0% (1 trades),114.9% (4 trades),143.7% (4 trades),113.1% (4 trades),133.3% (4 trades),67.2% (2 trades),76.7% (2 trades),114.9% (4 trades),143.7% (4 trades),113.1% (4 trades),133.3% (4 trades),67.2% (2 trades),76.7% (2 trades),112.1% (4 trades),129.8% (4 trades),113.1% (4 trades),130.4% (4 trades),67.2% (2 trades),76.7% (2 trades),177.8% (1 trades),185.7% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765276200,DOWN,6246,178.2% (7 trades),168.6% (6 trades),175.8% (6 trades),243.3% (5 trades),219.4% (3 trades),301.9% (3 trades),403.6% (3 trades),238.3% (6 trades),232.4% (5 trades),232.4% (5 trades),247.4% (3 trades),311.7% (2 trades),431.8% (2 trades),403.6% (3 trades),158.5% (6 trades),162.2% (6 trades),149.3% (5 trades),219.3% (4 trades),169.4% (2 trades),169.4% (2 trades),169.4% (2 trades),203.7% (5 trades),203.7% (5 trades),198.1% (4 trades),215.5% (2 trades),257.1% (1 trades),257.1% (1 trades),257.1% (1 trades),149.9% (5 trades),149.9% (5 trades),153.8% (5 trades),150.7% (4 trades),169.4% (2 trades),169.4% (2 trades),169.4% (2 trades),201.1% (4 trades),201.1% (4 trades),201.1% (4 trades),194.5% (3 trades),257.1% (1 trades),257.1% (1 trades),257.1% (1 trades),331.0% (3 trades),334.4% (3 trades),169.4% (2 trades),257.1% (1 trades),169.4% (2 trades),257.1% (1 trades),255.5% (4 trades),312.2% (3 trades),169.4% (2 trades),257.1% (1 trades),169.4% (2 trades),257.1% (1 trades),235.5% (4 trades),312.2% (3 trades),169.4% (2 trades),257.1% (1 trades),169.4% (2 trades),257.1% (1 trades),220.5% (4 trades),274.8% (3 trades),169.4% (2 trades),257.1% (1 trades),169.4% (2 trades),257.1% (1 trades),182.5% (4 trades),239.1% (3 trades),120.5% (3 trades),164.3% (2 trades),120.5% (3 trades),164.3% (2 trades),-100.0% (1 trades),257.1% (1 trades),257.1% (1 trades)
btc-updown-15m-1765277100,UP,4476,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),185.5% (4 trades),185.5% (3 trades),185.5% (3 trades),185.5% (3 trades),212.7% (3 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),185.5% (4 trades),185.5% (3 trades),185.5% (3 trades),185.5% (3 trades),212.7% (3 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),81.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),212.7% (3 trades),81.8% (1 trades),212.7% (3 trades),81.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),185.5% (3 trades),81.8% (1 trades),185.5% (3 trades),81.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),185.5% (3 trades),81.8% (1 trades),185.5% (3 trades),81.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),185.5% (3 trades),81.8% (1 trades),185.5% (3 trades),81.8% (1 trades),-100.0% (1 trades),81.8% (1 trades),81.8% (1 trades)
btc-updown-15m-1765278000,DOWN,4451,41.8% (2 trades),41.8% (2 trades),41.8% (2 trades),45.3% (2 trades),-37.9% (2 trades),-20.7% (2 trades),6.9% (2 trades),84.6% (2 trades),84.6% (2 trades),84.6% (2 trades),84.6% (2 trades),-10.3% (2 trades),-10.3% (2 trades),103.4% (1 trades),-50.4% (9 trades),-39.2% (5 trades),-30.9% (4 trades),-30.9% (4 trades),-32.1% (2 trades),-21.4% (2 trades),0.0% (2 trades),32.3% (2 trades),32.3% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-3.6% (2 trades),-3.6% (2 trades),110.7% (1 trades),-52.2% (7 trades),-48.2% (4 trades),-78.6% (2 trades),-78.6% (2 trades),-32.1% (2 trades),-21.4% (2 trades),0.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-3.6% (2 trades),-3.6% (2 trades),110.7% (1 trades),6.9% (2 trades),203.6% (2 trades),14.3% (2 trades),-7.1% (2 trades),14.3% (2 trades),-7.1% (2 trades),6.9% (2 trades),144.4% (2 trades),0.0% (2 trades),150.4% (2 trades),0.0% (2 trades),150.4% (2 trades),6.9% (2 trades),144.4% (2 trades),47.7% (4 trades),150.4% (2 trades),0.0% (2 trades),150.4% (2 trades),0.7% (3 trades),-10.3% (2 trades),26.3% (4 trades),-3.6% (2 trades),-21.4% (2 trades),-3.6% (2 trades),-4.8% (4 trades),-10.3% (2 trades),15.6% (4 trades),-3.6% (2 trades),-32.1% (2 trades),-3.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765278900,UP,4476,152.7% (3 trades),152.7% (3 trades),158.7% (3 trades),174.9% (2 trades),174.9% (2 trades),174.9% (2 trades),203.0% (1 trades),233.6% (4 trades),233.6% (4 trades),249.9% (3 trades),256.2% (3 trades),203.0% (1 trades),203.0% (1 trades),203.0% (1 trades),160.0% (3 trades),160.0% (3 trades),160.0% (3 trades),184.4% (2 trades),184.4% (2 trades),184.4% (2 trades),212.5% (1 trades),210.3% (3 trades),210.3% (3 trades),210.3% (3 trades),227.8% (2 trades),212.5% (1 trades),212.5% (1 trades),212.5% (1 trades),143.1% (3 trades),143.1% (3 trades),143.1% (3 trades),149.6% (3 trades),194.4% (2 trades),194.4% (2 trades),222.6% (1 trades),193.9% (3 trades),124.5% (2 trades),124.5% (2 trades),232.6% (2 trades),232.6% (2 trades),222.6% (1 trades),222.6% (1 trades),174.9% (2 trades),203.0% (1 trades),184.4% (2 trades),212.5% (1 trades),194.4% (2 trades),222.6% (1 trades),174.9% (2 trades),203.0% (1 trades),184.4% (2 trades),212.5% (1 trades),194.4% (2 trades),232.6% (2 trades),174.9% (2 trades),256.2% (3 trades),184.4% (2 trades),227.8% (2 trades),149.6% (3 trades),232.6% (2 trades),174.9% (2 trades),256.2% (3 trades),184.4% (2 trades),227.8% (2 trades),149.6% (3 trades),232.6% (2 trades),158.7% (3 trades),249.9% (3 trades),160.0% (3 trades),210.3% (3 trades),143.1% (3 trades),124.5% (2 trades),203.0% (1 trades),212.5% (1 trades),222.6% (1 trades)
btc-updown-15m-1765279800,DOWN,4476,182.9% (6 trades),185.5% (5 trades),185.5% (5 trades),141.1% (3 trades),78.7% (1 trades),78.7% (1 trades),112.8% (1 trades),89.4% (2 trades),119.2% (2 trades),119.2% (2 trades),119.2% (2 trades),112.8% (1 trades),112.8% (1 trades),112.8% (1 trades),172.3% (5 trades),174.9% (4 trades),174.9% (4 trades),107.0% (2 trades),55.6% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),181.9% (5 trades),184.5% (4 trades),184.5% (4 trades),116.7% (2 trades),68.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),100.0% (1 trades),78.7% (1 trades),112.8% (1 trades),85.2% (1 trades),85.2% (1 trades),100.0% (1 trades),100.0% (1 trades),78.7% (1 trades),112.8% (1 trades),55.6% (1 trades),85.2% (1 trades),68.0% (1 trades),100.0% (1 trades),125.0% (2 trades),112.8% (1 trades),107.0% (2 trades),85.2% (1 trades),116.7% (2 trades),100.0% (1 trades),125.0% (2 trades),112.8% (1 trades),107.0% (2 trades),85.2% (1 trades),116.7% (2 trades),100.0% (1 trades),195.1% (5 trades),112.8% (1 trades),174.9% (4 trades),85.2% (1 trades),184.5% (4 trades),100.0% (1 trades),112.8% (1 trades),85.2% (1 trades),100.0% (1 trades)
btc-updown-15m-1765280700,UP,5336,127.2% (9 trades),34.6% (8 trades),-4.0% (5 trades),-18.8% (4 trades),65.2% (4 trades),-100.0% (1 trades),-100.0% (1 trades),149.5% (7 trades),56.2% (6 trades),56.2% (6 trades),56.2% (6 trades),75.0% (4 trades),-100.0% (1 trades),-100.0% (1 trades),115.5% (8 trades),12.4% (6 trades),-19.0% (4 trades),-19.0% (4 trades),59.0% (4 trades),148.1% (2 trades),-100.0% (1 trades),165.8% (6 trades),65.8% (6 trades),65.8% (6 trades),65.8% (6 trades),123.1% (2 trades),155.2% (2 trades),-100.0% (1 trades),36.7% (3 trades),52.5% (3 trades),52.5% (3 trades),-57.3% (3 trades),101.5% (2 trades),128.2% (2 trades),-100.0% (1 trades),90.4% (3 trades),90.4% (3 trades),90.4% (3 trades),90.4% (3 trades),101.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),63.4% (4 trades),68.9% (4 trades),101.5% (2 trades),101.5% (2 trades),-47.6% (3 trades),26.5% (5 trades),-37.3% (3 trades),36.7% (5 trades),-53.9% (3 trades),83.7% (3 trades),-47.6% (3 trades),26.5% (5 trades),9.1% (3 trades),90.3% (5 trades),-0.6% (3 trades),83.7% (3 trades),-6.3% (3 trades),75.0% (5 trades),-15.9% (3 trades),58.2% (5 trades),82.5% (3 trades),110.4% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
